timestep,synergy_sum,alpha_values,beta_values,nil_values,alpha_map,beta_map,nil_map,combined_map,alpha_repeats,beta_repeats,nil_repeats,combined_repeats,alpha_mean,beta_mean,nil_mean,alpha_std,beta_std,nil_std,total_repeats,total_combined_repeats
1,100.79244432473938,"[0.10616801651927898, 0.1400209468858334, 0.24762738123171207, 0.35219425897845846, 0.43942517105323065, 0.4986395743473123, 0.5721361640567255, 0.601951272523468, 0.13969089055107126, 0.19581330937526736, 0.3160119308087251, 0.38474665246328515, 0.4587478291187776, 0.5266553599038317, 0.6176559359088634, 0.6617569159852041, 0.2181044193569983, 0.26044617507901213, 0.35494190570374684, 0.45966987508227886, 0.5372353378040831, 0.6206720953936725, 0.6854029037136429, 0.7201421771081344, 0.3274660234563086, 0.37460690511129235, 0.4514101916224171, 0.5621789578131207, 0.6275148466162479, 0.7261356125401313, 0.7764303071837543, 0.8336063833537096, 0.43687878155510357, 0.4465509191811561, 0.529949400292012, 0.6301736579412269, 0.6943065776462348, 0.8123858433953974, 0.8474748110447914, 0.88722337868045, 0.5351834636761105, 0.5497053213633627, 0.6323718076224865, 0.7284196899387536, 0.8101314875299701, 0.8708561028092462, 0.8963617692331911, 0.8882783855590894, 0.6185189322957488, 0.6111649756787535, 0.7054258142106576, 0.7728957995218402, 0.8630100310774332, 0.8922199287518897, 0.9262079540768202, 0.9159258223546699, 0.626416759291743, 0.6291139624958398, 0.7465910504873852, 0.7914656842765082, 0.9075139388739248, 0.9180083866890243, 0.911697771715829, 0.9022890898730899]","[0.04257976459004816, 0.10990749739716835, 0.13088725579013694, 0.09452921111223812, 0.07420985100619877, 0.08547025544022885, 0.08379583820055352, 0.039815794871275595, 0.1177235625425439, 0.14824814114793167, 0.1360633313658345, 0.10370699083264637, 0.08588284730716458, 0.10479086868080248, 0.10248033029250568, 0.08134306973625893, 0.08617169837424549, 0.12506860577431964, 0.11596336366697724, 0.10277657438264116, 0.08521476205720022, 0.11369724427996208, 0.11149544636175533, 0.09986154864905948, 0.10997161622116058, 0.11107454136958383, 0.10128386561726013, 0.13645194065739957, 0.13505358548969035, 0.1336428033070361, 0.10993047658769517, 0.0796940365746821, 0.14282300417638316, 0.1327982238177429, 0.12235759949142155, 0.1538430847077631, 0.11675202560039957, 0.09358119078769556, 0.08741433435340289, 0.06806191504624735, 0.11199694379150102, 0.10494379440432677, 0.10006482544380302, 0.14298671537202332, 0.11136325521512307, 0.05973210368387675, 0.07358567789737662, 0.03127584364818935, 0.05448663561400463, 0.05527517262451066, 0.09102677499299622, 0.1121048731756599, 0.0856928378168523, 0.047705324506409824, 0.053185807939778645, 0.06266942627520744, 0.07717838370386905, 0.06545226263978361, 0.08932992523795241, 0.1037304751533494, 0.05655238033241389, 0.0463958256564479, 0.04578083135579383, 0.050887840906763626]","[0.07546211871644978, -0.038017110386366126, 0.07546211871644978, 0.226674488255856, 0.30951524217580745, 0.35230862052096035, 0.4345524076997734, 0.5686115519538981, -0.038017110386366126, -0.038017110386366126, 0.07546211871644978, 0.226674488255856, 0.30951524217580745, 0.35230862052096035, 0.4345524076997734, 0.5686115519538981, 0.07666101213374138, 0.07666101213374138, 0.16638091870764582, 0.226674488255856, 0.4534786220943847, 0.4534786220943847, 0.5394754449933865, 0.5686115519538981, 0.17763363777839164, 0.17763363777839164, 0.27579966884281737, 0.44304205090555226, 0.46854070006303017, 0.5363581060314113, 0.5691279731630504, 0.7194819655932443, 0.2546856091615517, 0.2546856091615517, 0.27579966884281737, 0.44304205090555226, 0.4819983926130365, 0.6130111876086481, 0.7121462435943265, 0.8228136412800806, 0.35353110440891444, 0.35353110440891444, 0.47490511753796816, 0.47490511753796816, 0.6169799328245238, 0.7530648719533148, 0.7530648719533148, 0.8477871294985412, 0.5436762577880584, 0.5183635964602505, 0.596861553670906, 0.6299059911334803, 0.6816367940335952, 0.8349871770102446, 0.8602733214463898, 0.8477871294985412, 0.5183635964602505, 0.5183635964602505, 0.6670964358866813, 0.6700994397377481, 0.8113305593346694, 0.8477871294985412, 0.8477871294985412, 0.8477871294985412]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 5, 1, 3, 1, 1, 1, 1, 1, 5, 3, 3, 1, 1, 1, 5, 5, 5]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1, 3, 2, 2, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 5, 1, 3, 1, 1, 1, 1, 1, 5, 3, 3, 1, 1, 1, 5, 5, 5]",0,4,44,48,0.6051550472779583,0.09452846929770742,0.4617618367098981,0.22494485652345034,0.02999380332254089,0.25173148619484953,48,48
2,118.23380586523959,"[0.24529854400859627, 0.26602939409710347, 0.35063434557645795, 0.48148726745584386, 0.5345002871936766, 0.6562463480500659, 0.6820029631618068, 0.718412587500286, 0.2292421603483914, 0.25591357398754305, 0.36097542725460874, 0.483689899490872, 0.5606482751794502, 0.6782153723314519, 0.715369719999075, 0.7704388985153656, 0.37645918428434266, 0.4042822061536317, 0.45625846232813233, 0.5524201994012796, 0.6246351348434791, 0.7457339356303339, 0.7696204213848987, 0.8108720789180284, 0.4053404457402525, 0.43956435376547254, 0.5112162984235655, 0.6217636327806969, 0.6913808447566324, 0.802512322994149, 0.8641698440736592, 0.9082551211301574, 0.549336522131553, 0.5697800101164241, 0.6260836610533446, 0.7116076785296436, 0.8037712084389651, 0.8800960398944934, 0.9197191415973017, 0.9224833099022989, 0.5804633172543374, 0.6180346126584148, 0.691959350648534, 0.7878413784394703, 0.8523465471854228, 0.9316302798003218, 0.9765090416288735, 1.01023265103129, 0.6611007164698254, 0.7193604821627431, 0.7755179041027899, 0.8630956908823284, 0.89149526624417, 0.956680356508392, 0.9717683469888692, 0.9922221174271699, 0.6727605983612289, 0.7469256287627645, 0.7580298426830586, 0.8918988129287279, 0.8977547611377155, 0.9783067444830589, 1.0046839121886224, 1.053130473849657]","[0.11693728050921243, 0.12308143496363748, 0.11890956661726312, 0.1385610484651927, 0.10154107822873347, 0.048102739373078095, 0.06292736821539396, 0.009627183788778396, 0.11929298671735812, 0.11591058525591871, 0.11711806805687126, 0.1325298412086213, 0.09806497285233685, 0.06900013407174016, 0.08793644677416175, 0.05771288742929008, 0.12321655269680803, 0.11546690109275683, 0.0883617632692459, 0.12039282968885842, 0.1282968043071012, 0.11198774441448706, 0.10880301746193517, 0.07603940540755502, 0.11515022305931279, 0.1093035083441738, 0.11368115651148193, 0.11386439500852098, 0.14011084231904894, 0.11025684909160932, 0.10233345450851435, 0.06689176150698939, 0.06937748618008467, 0.0950555913570248, 0.10718564568253244, 0.13982010284288937, 0.1320751249431899, 0.07104140745099309, 0.04832782004178089, 0.03260911037139071, 0.09489429126474251, 0.10361894194685692, 0.10791509081723014, 0.1147812845430088, 0.0848910568424695, 0.07796701768700777, 0.06667496440934279, 0.059935067262167144, 0.03579429458322516, 0.10668366722765443, 0.10183128674768942, 0.08978962628921044, 0.05808966448189907, 0.048294936405082214, 0.05915710041296569, 0.038452227860236145, 0.01978295608883641, 0.11756739798074443, 0.0709046455939113, 0.07855971752875127, 0.05475551987197414, 0.04595925352683402, 0.06222693645043906, 0.033983184835444526]","[0.13033428358043453, 0.06654387843279844, 0.13033428358043453, 0.2836570616701966, 0.35593455099419163, 0.5953203583993707, 0.5953203583993707, 0.7102754519047332, 0.06654387843279844, 0.06654387843279844, 0.13033428358043453, 0.2836570616701966, 0.35593455099419163, 0.6159765161375955, 0.5953203583993707, 0.7102754519047332, 0.19982968842123025, 0.19982968842123025, 0.2798508953883864, 0.3743846819371681, 0.48678655134637155, 0.5953203583993707, 0.5953203583993707, 0.7130278876207424, 0.2637500843162137, 0.2637500843162137, 0.2798508953883864, 0.44895801815391645, 0.4965503968792489, 0.6380529145709063, 0.6380529145709063, 0.8358487791721259, 0.4496358957040802, 0.43235544765924355, 0.5034980194535268, 0.5147958923774385, 0.5147958923774385, 0.7513113287025477, 0.8632847965343546, 0.8648762541127268, 0.43235544765924355, 0.43235544765924355, 0.5034980194535268, 0.5937466306599841, 0.7050827525921307, 0.7513113287025477, 0.8884098284888836, 0.937930181899468, 0.5994498453724932, 0.5994498453724932, 0.6468510682437723, 0.7442335726194979, 0.8022403624680693, 0.8884098284888836, 0.8884098284888836, 0.9493453302003473, 0.6506635339989607, 0.6506635339989607, 0.668948516916184, 0.751381334587428, 0.8072234974759629, 0.9345871211575572, 0.9243644354105255, 1.0125335862058231]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 3, 3, 2, 2, 5, 5, 2, 3, 3, 3, 2, 2, 1, 5, 2, 2, 2, 2, 1, 1, 5, 5, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2, 2, 2, 2, 1, 1, 3, 3, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 5, 5, 2, 3, 3, 3, 2, 2, 1, 5, 2, 2, 2, 2, 1, 1, 5, 5, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2, 2, 2, 2, 1, 1, 3, 3, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1]",0,4,41,45,0.6912533743164238,0.0888970820428687,0.557179200138401,0.2131960557251433,0.03228650855163577,0.2503500860994848,45,45
3,133.9868800356561,"[0.5608165803856563, 0.6448916622335041, 0.739123712456325, 0.8940815553592596, 0.9266190905020044, 0.9600280567833401, 0.9669609237244764, 0.9670053355236877, 0.6725093729125585, 0.699700167671665, 0.7883498283253831, 0.8888303942375582, 0.9465313642162981, 0.9946308786115892, 0.9650818246320991, 0.9444943806756472, 0.7773653446366517, 0.8072105876007416, 0.9066142191755651, 0.9531789296880127, 0.9738650944261191, 0.9336885990015662, 0.8771752879454396, 0.8591233995101263, 0.9124412645684903, 0.9163821492286479, 0.9501852193817899, 0.9280592296952292, 0.936954436728811, 0.8922680151330331, 0.8002508774814616, 0.7657738698391123, 0.9570652673906179, 0.9279960510392609, 0.9562373144516972, 0.9338924920155329, 0.8888385570412891, 0.8005130537769478, 0.6546757373504242, 0.6374535157924629, 0.9789790562468983, 0.9643521831422776, 0.9410428122257073, 0.8698095116499669, 0.7729921767465489, 0.674731065782876, 0.523113523897776, 0.46185201028123035, 0.9430271686028796, 0.9348024352930231, 0.88116278938834, 0.8116413204608759, 0.6825649430643115, 0.5278428633987078, 0.33853466640258584, 0.2689470475849522, 0.9686035061410765, 0.9416230521236884, 0.8685734857274273, 0.7817331491591999, 0.6229212240613865, 0.4656884119532719, 0.2672108171865052, 0.22741357574321333]","[0.09232234019615923, 0.14984715138954466, 0.14808674293040922, 0.09507266423146545, 0.1149707756354637, 0.056364342442972525, 0.06426039153563524, 0.04482567592005358, 0.1779062689411758, 0.1755600292998223, 0.14670093445140436, 0.10736477089061364, 0.09723525151480891, 0.05067674403807847, 0.08016923620935809, 0.07580273989432952, 0.16154765711532404, 0.13702736537332405, 0.1022202745622561, 0.07510742555054715, 0.059901436293076024, 0.061509441357066166, 0.10092606225989621, 0.1025849307918866, 0.07783402568258505, 0.06930326294059877, 0.07679485851884614, 0.0624569156565481, 0.09900037680242205, 0.09774587077112258, 0.1638220069590422, 0.1571356870024439, 0.059323162982627436, 0.03248727489544889, 0.06568874981250014, 0.06657672098242767, 0.10626778658698874, 0.13309468295556112, 0.17183982866049285, 0.16547517736328524, 0.06206934485208124, 0.055224674669881985, 0.06196147226128002, 0.07231435816897748, 0.11691331035652977, 0.1701812017836425, 0.20428574807349967, 0.20391018563595045, 0.027683026199828157, 0.047154093969660874, 0.08012734635417594, 0.12539007898897123, 0.18607715542387082, 0.22504437919968176, 0.23189275756311364, 0.20549829690230006, 0.049339862238657474, 0.05581543938687463, 0.09560763815503069, 0.12936980000162, 0.1730018192364134, 0.1955312725706777, 0.20322227067813167, 0.10079009555253655]","[0.4936121737919814, 0.44897424167117433, 0.4936121737919814, 0.7388589643559619, 0.7359226335071255, 0.8845520873329558, 0.8845520873329558, 0.9288386381506627, 0.44897424167117433, 0.44897424167117433, 0.4936121737919814, 0.7359226335071255, 0.7359226335071255, 0.9288386381506627, 0.817615764847524, 0.817615764847524, 0.4974765454695399, 0.4974765454695399, 0.6913610218954473, 0.8422924511050753, 0.8845520873329558, 0.8181543711009269, 0.6749064698320995, 0.6749064698320995, 0.8299588803451038, 0.8299588803451038, 0.8422924511050753, 0.8222283577936703, 0.7653044889661935, 0.7653044889661935, 0.46627685571528094, 0.46627685571528094, 0.8917022853484772, 0.8814545809962784, 0.8917022853484772, 0.8222283577936703, 0.6985203641376813, 0.5094673165627461, 0.38938069306107187, 0.38938069306107187, 0.8814545809962784, 0.8814545809962784, 0.8277778323647841, 0.7195400207063981, 0.5319099101738561, 0.3692287049803241, 0.16892844574233049, 0.16892844574233049, 0.9075749441437854, 0.8619412311942064, 0.7019662788395125, 0.5636798473987955, 0.333412078222382, 0.14408357650698542, -0.06742505318636671, -0.06742505318636671, 0.9075749441437854, 0.8619412311942064, 0.7019662788395125, 0.5636798473987955, 0.333412078222382, 0.14408357650698542, -0.06742505318636671, 0.14408357650698542]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 3, 1, 3, 3, 3, 2, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 3, 1, 3, 3, 3, 2, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3]",4,3,56,65,0.8004066630846064,0.11189441671282813,0.6155517146951555,0.19309099384262937,0.05333999727889943,0.2703630892504964,63,65
4,-17.256814342851804,"[0.9729739038826285, 0.9974771266586251, 0.980737380498298, 0.9235333927184659, 0.7409346454458283, 0.5423523791523421, 0.2690835677447188, 0.161916717691775, 0.9618278393935977, 0.9810676676643487, 0.9159931508736794, 0.8485364591561024, 0.6468520844679839, 0.42712254386967063, 0.13775336352040213, 0.04860198569232628, 0.9769685481239125, 0.9498360450455466, 0.8414220631121458, 0.675198512772826, 0.3916839909868897, 0.15997609020066156, -0.116524226289588, -0.2174094732756605, 0.876811099927344, 0.8108789915877941, 0.6386854843078286, 0.4139832101847113, 0.16453758364290755, -0.10764503069478543, -0.3943493231413625, -0.49307147076559305, 0.7466526132528697, 0.6583830926084058, 0.4268943423959862, 0.1497934866346392, -0.1434303293211484, -0.3910278562695585, -0.6085424410189482, -0.6878003124768404, 0.49489832090601676, 0.3912845952990628, 0.13611313183402435, -0.11363597520024124, -0.3931025271361314, -0.59677437990094, -0.7997467111751506, -0.8583941736751102, 0.23583919630330247, 0.13766383738635862, -0.14793654463035633, -0.39386271427276515, -0.6315424752762325, -0.7876630824174913, -0.9008546754499733, -0.9180463441923923, 0.07562278822583596, 0.008259322561596606, -0.26580114941529087, -0.5087692509444295, -0.7298579602438835, -0.8719316429034079, -0.941794957423175, -0.9719758523758882]","[0.01451536322369343, 0.07528648500312672, 0.0786825210902703, 0.13500665447249455, 0.17497493870474057, 0.22994264656709618, 0.282469674953501, 0.24186351971002457, 0.03889026373040443, 0.06957950943870417, 0.11009050982778805, 0.1807401346487318, 0.25802668145558305, 0.3267540032527625, 0.3394556169208824, 0.2874335059875842, 0.0321347210400738, 0.11025495329056106, 0.20206472501013603, 0.3076065357889625, 0.3523490822408175, 0.36903163711979786, 0.3385152197726485, 0.2815959370358328, 0.1308346440219929, 0.19615335615867335, 0.2772554125261312, 0.32639194484445944, 0.33565276800849897, 0.34112973193568, 0.3035606900933911, 0.25664557115174086, 0.18087309634257134, 0.24817716452697333, 0.3345789322535289, 0.3455181693047669, 0.3298275013987666, 0.283906116010598, 0.2701226321795523, 0.21086235349467516, 0.2527531063882029, 0.29470414265148515, 0.34403044354329615, 0.3440360397622093, 0.3277904012409168, 0.2892065152073626, 0.22002145803215678, 0.11552293799517789, 0.320506416101746, 0.36958719837823284, 0.3708097935396955, 0.32947455165024436, 0.26136636216328835, 0.18826020053265516, 0.10460603734193127, 0.07564689955365715, 0.25950455093858366, 0.2993115308775539, 0.25440300735500143, 0.2530219578783982, 0.20142837474273548, 0.09912379522726572, 0.04311694475518861, 0.0174486596077139]","[0.9543518062486848, 0.8908014258488621, 0.8853984987007449, 0.7238722061674354, 0.4638297042521277, 0.22849514823358325, -0.16192787558773594, -0.16192787558773594, 0.8908014258488621, 0.8908014258488621, 0.6469581003627053, 0.5526499991382181, 0.11802559850215547, -0.1692121389612139, -0.3828921222972127, -0.3828921222972127, 0.9159488674042824, 0.713386870498406, 0.4665888713649668, 0.04212071190166852, -0.2133217633566862, -0.34862514576984044, -0.6357773542930953, -0.6357773542930953, 0.6434494670787295, 0.41193428700354096, 0.12903047336809004, -0.07664175231103956, -0.30698885792514974, -0.672488660133082, -0.892139286666616, -0.892139286666616, 0.5227721935685113, 0.21645425658963313, -0.19247626070472956, -0.3830190912653324, -0.6893767179520146, -0.7868704312701411, -0.9952399709180425, -0.9952399709180425, 0.08320189902092848, -0.09974657892320207, -0.40926042573967386, -0.697838970323946, -0.901267705500588, -0.9490795704782404, -0.9952399709180425, -0.9913929198274717, -0.24592585161528796, -0.5009833783430131, -0.6572747898192189, -0.8360169013923123, -0.9836479098359905, -0.9836479098359905, -0.9952399709180425, -0.9952399709180425, -0.24592585161528796, -0.5009833783430131, -0.6572747898192189, -0.8360169013923123, -0.9836479098359905, -0.9754550668219527, -0.9913929198274717, -0.9913929198274717]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 3, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 5, 3, 2, 2, 2, 2, 3, 3, 5, 5, 2, 2, 2, 2, 3, 1, 3, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 5, 3, 2, 2, 2, 2, 3, 3, 5, 5, 2, 2, 2, 2, 3, 1, 3, 3]",1,4,30,43,0.10822905743507993,0.2319443164062956,-0.2501248963139909,0.6204191031545354,0.10285031942645953,0.6359661430638628,35,43
